address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_est_value	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures
6007 College Ave	Oakland	CA	94618	11/05/2019	4769.0	Store, Retail Outlet		1.5	1500.0	3147.0			1050000.0	1102349446	Alameda County, CA	014 126800500	30843.0	13943.0	44786.0	1663 (3.71 %)	3	308	307	310	4
26776 Portsmouth Ave	Hayward	CA	94545	05/13/1983	2984.0	Single Family Residence	3.0	2.0	1153.0	4712.0	1958	657000.0		1102346518	Alameda County, CA	456 000506300	41219.0	45483.0	86702.0	1302 (1.50 %)	3	123	84	213	4
172 6th St # C	Oakland	CA	94607	11/05/2019	3407.0	Condominium	2.0	2.5	1414.0		2018		750000.0	1102375721	Alameda County, CA	001 017505100					0	308	307	310	0
845 Page St	Berkeley	CA	94710	11/05/2019	5451.0	Single Family Residence	2.0	2.0	1192.0	3200.0	1928		1200000.0	1102344113	Alameda County, CA	059 233601000	283050.0	660450.0	943500.0	12857 (1.36 %)	3	125	94	197	4
4768 Wheeler Dr	Fremont	CA	94538	11/05/2019	4152.0	Single Family Residence	3.0	2.0	1158.0	5400.0	1960		914000.0	1102343193	Alameda County, CA	531 002802900	227821.0	393509.0	621330.0	7744 (1.24 %)	3	59	40	103	4
389 42nd St	Oakland	CA	94609	11/05/2019	4088.0	Single Family Residence	2.0	1.0	1304.0	3744.0	1922		900000.0	1102340784	Alameda County, CA	012 100600200	190735.0	445049.0	635784.0	9613 (1.51 %)	0	308	307	310	0
5890 Camino Tassajara	Pleasanton	CA	94588	09/04/1987	5251.0	Miscellaneous (Residential)			2087.0	1.94	1969	1156000.0		1101814062	Contra Costa County, CA	2062000035	39053.0	81989.0	121042.0	1309 (1.08 %)	3	33	19	65	4
37659 Breakers Rd	Newark	CA	94560	11/05/2019	4020.0	Condominium	3.0	2.5	1566.0		2016		885000.0	1102349167	Alameda County, CA	092 025704700	171767.0	489000.0	660767.0	8243 (1.24 %)	3	86	56	155	4
1942 Dayton Ave	San Leandro	CA	94579	11/05/2019	2725.0	Single Family Residence	3.0	2.0	1134.0	5429.0	1960		600000.0	1102341801	Alameda County, CA	080G140302300	99235.0	75223.0	174458.0	2432 (1.39 %)	3	123	79	226	4
36239 Gibraltar Ct	Fremont	CA	94536	11/05/2019	6041.0	Single Family Residence	4.0	3.0	2512.0	8645.0	1965		1330000.0	1102355800	Alameda County, CA	501 010912500	257300.0	604446.0	861746.0	10543 (1.22 %)	3	59	40	103	4
1551 38th Ave	Oakland	CA	94601	11/05/2019	4769.0	Single Family Residence	2.0	2.0	2326.0	2143.0	1920		1050000.0	1102349958	Alameda County, CA	023 048902600	237000.0	553000.0	790000.0	11778 (1.49 %)	3	308	307	310	4
Warm Springs Blvd	Fremont	CA	94538	11/05/2019	7356.0	Residential - Vacant Land							1619500.0	1102360640	Alameda County, CA	519 175901500					0	59	40	103	4
2530 Clement Ave	Alameda	CA	94501	11/05/2019	8358.0	Miscellaneous (Residential)	3.0	1.5	2644.0	6750.0	1968		1840000.0	1102356407	Alameda County, CA	070 016600800	66690.0	31688.0	98378.0	3334 (3.38 %)	3	66	37	135	4
535 Pierce St Apt 3206	Albany	CA	94706	11/05/2019	2816.0	Condominium	2.0	2.0	1170.0		1988		620000.0	1102353378	Alameda County, CA	066 276302400	149328.0	348432.0	497760.0	8856 (1.77 %)	0	47	19	112	0
3720 Raboli St	Pleasanton	CA	94566	11/05/2019	10718.0	Single Family Residence	5.0	5.5	5059.0	19650.0	2001		2359500.0	1102358035	Alameda County, CA	950 001708300	596100.0	1390901.0	1987001.0	22986 (1.15 %)	3	33	19	65	4
9 Spy Glass Hl	Oakland	CA	94618	11/05/2019	3861.0	Townhouse	3.0	2.5	2023.0	1907.0	1994		850000.0	1102360964	Alameda County, CA	048H758401900	218821.0	510583.0	729404.0	10739 (1.47 %)	3	308	307	310	4
3637 Fitzsimmons Cmn	Fremont	CA	94538	03/15/2010	2244.0	Townhouse	2.0	2.5	1309.0	1084.0	1997		494000.0	1102358023	Alameda County, CA	525 166107400	164724.0	384358.0	549082.0	6932 (1.26 %)	0	59	40	103	0
821 Resota St	Hayward	CA	94545	11/05/2019	3130.0	Single Family Residence				2444.0			689000.0	1102351123	Alameda County, CA	442 004509300	20186.0	0.0	20186.0	254 (1.25 %)	3	123	84	213	4
3910 Oak Hill Rd	Oakland	CA	94605	11/05/2019	3316.0	Single Family Residence	3.0	2.0	1762.0	9750.0	1963		730000.0	1102351375	Alameda County, CA	048 616300100	37815.0	64011.0	101826.0	2458 (2.41 %)	3	308	307	310	4
34513 Alberta Ter	Fremont	CA	94555	11/05/2019	4588.0	Single Family Residence	2.0	2.5	1533.0	3095.0	1990		1010000.0	1102355268	Alameda County, CA	543 045413000	103183.0	240761.0	343944.0	4515 (1.31 %)	3	59	40	103	4
34573 Winslow Ter	Fremont	CA	94555	11/05/2019	2044.0	Single Family Residence	3.0	2.5	1726.0	3981.0	1988		450000.0	1102355528	Alameda County, CA	543 045015700	113380.0	184370.0	297750.0	3977 (1.33 %)	3	59	40	103	4
1041 59th St	Oakland	CA	94608	11/05/2019	3062.0	Single Family Residence	2.0	1.0	1042.0	2800.0	1928		674000.0	1102358873	Alameda County, CA	015 133502900	18379.0	18168.0	36547.0	1531 (4.19 %)	3	308	307	310	4
61 Sequoyah View Dr	Oakland	CA	94605	11/05/2019	4202.0	Single Family Residence	3.0	2.0	1666.0	7812.0	1957		925000.0	1102355521	Alameda County, CA	048 650100600	221850.0	517650.0	739500.0	11152 (1.50 %)	0	308	307	310	0
1112 Fresno Ave	Berkeley	CA	94707	11/05/2019	6132.0	Single Family Residence	3.0	1.0	1466.0	6000.0	1922		1350000.0	1102358264	Alameda County, CA	061 260900700	362095.0	844889.0	1206984.0	16608 (1.37 %)	3	125	94	197	4
2992 Hedge Ct	Oakland	CA	94602	11/05/2019	5337.0	Single Family Residence	3.0	2.0	1421.0	5775.0	1954		1175000.0	1102387790	Alameda County, CA	029 116200107	38660.0	44364.0	83024.0	2214 (2.66 %)	3	308	307	310	4
1305 Webster St Apt C203	Alameda	CA	94501	11/05/2019	1942.0	Condominium	1.0	1.0	701.0	1.08	1970		427500.0	1102354244	Alameda County, CA	074 132814600	76362.0	178178.0	254540.0	4024 (1.58 %)	3	66	37	135	4
727 Arbor Dr	San Leandro	CA	94577	11/05/2019	4220.0	Single Family Residence	3.0	2.0	1953.0	5130.0	1930		929000.0	1102355129	Alameda County, CA	076 039801600	168506.0	393181.0	561687.0	7298 (1.29 %)	3	123	79	226	4
Warm Springs Blvd	Fremont	CA	94538	11/05/2019	5517.0	Residential - Vacant Land							1214500.0	1102354942	Alameda County, CA	519 175901300					0	59	40	103	4
1711 136th Ave	San Leandro	CA	94578	11/05/2019	2953.0	Single Family Residence	3.0	1.0	1169.0	5162.0	1948		650000.0	1102383448	Alameda County, CA	077E153400500	134670.0	314231.0	448901.0	5910 (1.31 %)	3	123	79	226	4
4685 Sloan St	Fremont	CA	94538	11/05/2019	3816.0	Single Family Residence	5.0	3.0	1859.0	6601.0	1963		840000.0	1102353392	Alameda County, CA	501 096201600	21970.0	86201.0	108171.0	1771 (1.63 %)	3	59	40	103	4
572 the Alameda	Berkeley	CA	94707	11/05/2019	8063.0	Single Family Residence	3.0	2.5	2507.0	5500.0	1925		1775000.0	1102356750	Alameda County, CA	062 289500700	179340.0	545128.0	724468.0	11744 (1.62 %)	3	125	94	197	4
7450 Alder Ct	Pleasanton	CA	94588	08/19/1976	5378.0	Single Family Residence	4.0	3.0	2337.0	6030.0	1975	1184000.0		1102357528	Alameda County, CA	941 100705000	42234.0	99698.0	141932.0	1648 (1.16 %)	3	33	19	65	4
35945 Romilly Ct	Fremont	CA	94536	11/05/2019	2044.0	Single Family Residence	4.0	3.0	2160.0	8520.0	1965		450000.0	1102357014	Alameda County, CA	543 039805700	282000.0	658000.0	940000.0	11454 (1.21 %)	3	59	40	103	4
17418 President Dr	Castro Valley	CA	94546	11/05/2019	1862.0	Single Family Residence	5.0	2.0	2118.0	5405.0	1923		410000.0	1102382371	Alameda County, CA	080A023000600	90259.0	210605.0	300864.0	3978 (1.32 %)	0	123	79	226	0
5536 Lawton Ave	Oakland	CA	94618	09/15/2009	7636.0	Single Family Residence	3.0	1.0	1568.0	4000.0	1911	1681000.0		1102250555	Alameda County, CA	014 126406000	62665.0	146258.0	208923.0	3881 (1.85 %)	3	308	307	310	4
Warm Springs Blvd	Fremont	CA	94538	11/04/2019	4022.0	Residential - Vacant Land							885500.0	1102256809	Alameda County, CA	519 175700400					0	59	40	103	4
1272 Alder Creek Cir	San Leandro	CA	94577	03/22/2013	382.0	Single Family Residence	3.0	2.5	1773.0	3250.0	2003		84000.0	1102247102	Alameda County, CA	075 022906500	189925.0	442869.0	632794.0	8149 (1.28 %)	3	123	79	226	4
Railroad Ave	Newark	CA	94560	09/15/1976	3175.0	Residential - Vacant Land				6250.0		699000.0		1102260468	Alameda County, CA	092 013400200	9949.0	0.0	9949.0	166 (1.67 %)	0	86	56	155	0
38865 Coneflower Pl	Newark	CA	94560	11/04/2019	4383.0	Single Family Residence	4.0	3.5	1915.0	1576.0	2017		965000.0	1102262744	Alameda County, CA	092A260002100	185553.0	442400.0	627953.0	7850 (1.25 %)	3	86	56	155	4
37565 Niles Blvd	Fremont	CA	94536	07/03/1969		Store, Retail Outlet			2210.0	4050.0	1916		N/A	1102248852	Alameda County, CA	507 029500600	19646.0	16689.0	36335.0	1036 (2.85 %)	3	59	40	103	4
2903 Adeline St	Berkeley	CA	94703	11/04/2019	2725.0	Duplex (2 units, any combination)	3.0	2.0	1299.0	4512.0	1943		600000.0	1102251156	Alameda County, CA	053 159100100	207110.0	362442.0	569552.0	8325 (1.46 %)	0	125	94	197	0
1074 Glenn Cmn	Livermore	CA	94551	11/04/2019	2396.0	Townhouse	3.0	1.5	1182.0	1391.0	1971		527500.0	1102250584	Alameda County, CA	098 039805100	124576.0	290678.0	415254.0	5573 (1.34 %)	3	51	33	92	4
596 Sybil Ave	San Leandro	CA	94577	11/23/2010	1213.0	Single Family Residence	2.0	1.0	948.0	6063.0	1919		267000.0	1102244939	Alameda County, CA	077 053000401	88421.0	206317.0	294738.0	4191 (1.42 %)	3	123	79	226	4
2990 Holyrood Dr	Oakland	CA	94611	11/04/2019	9843.0	Single Family Residence	2.0	2.5	1994.0	19469.0	2016		2167000.0	1102243248	Alameda County, CA	048D727100105	443700.0	1460300.0	1904000.0	26960 (1.41 %)	3	308	307	310	4
35757 Ballantine Pl	Fremont	CA	94536	03/07/2006	5205.0	Single Family Residence	4.0	2.0	1830.0	5932.0	1970	1146000.0		1102242883	Alameda County, CA	501 180109600	18379.0	57884.0	76263.0	1399 (1.83 %)	0	59	40	103	0
185 J St	Fremont	CA	94536	10/03/1979		Commercial - Vacant Land	3.0	1.0	2600.0	4900.0	1910		N/A	1102261948	Alameda County, CA	507 030001000	30423.0	0.0	30423.0	469 (1.54 %)	3	59	40	103	4
27622 Miami Ave	Hayward	CA	94545	09/28/1977	3098.0	Single Family Residence	4.0	2.0	1594.0	8058.0	1972	682000.0		1102245867	Alameda County, CA	455 006402300	20280.0	48166.0	68446.0	1088 (1.59 %)	3	123	84	213	4
6541 Bantry Bay St	Dublin	CA	94568	11/04/2019	3498.0	Condominium	3.0	2.5	1888.0		2008		770000.0	1102264741	Alameda County, CA	941 283102200	138692.0	416077.0	554769.0	7737 (1.39 %)	0	33	18	70	0
32155 Trefry Ct	Union City	CA	94587	11/04/2019	4361.0	Single Family Residence	3.0	2.0	1593.0	7980.0	1973		960000.0	1102252613	Alameda County, CA	475 015600700	158853.0	370492.0	529345.0	7946 (1.50 %)	3	67	46	116	4
25937 Meadowmist Dr	Hayward	CA	94544	11/04/2019	3452.0	Single Family Residence	4.0	3.0	1831.0	3600.0	1991		760000.0	1102242705	Alameda County, CA	452 000407300	186182.0	186026.0	372208.0	4887 (1.31 %)	3	123	84	213	4
3681 Virgin Islands Ct	Pleasanton	CA	94588	10/25/2013	3043.0	Single Family Residence	3.0	2.5	1744.0	6197.0	1970		670000.0	1102306350	Alameda County, CA	941 090506900	212304.0	495376.0	707680.0	8281 (1.17 %)	3	33	19	65	4
7 Ealing Ln	Oakland	CA	94608	11/04/2019	734.0	Townhouse	1.0	1.0	965.0	616.0	2005		161500.0	1102242006	Alameda County, CA	007 062106000	159000.0	371000.0	530000.0	8141 (1.53 %)	0	308	307	310	0
1470 153rd Ave	San Leandro	CA	94578	11/04/2019	1774.0	Single Family Residence	1.0	1.0	616.0	4000.0	1939		390500.0	1102258154	Alameda County, CA	080 003103801	127000.0	296000.0	423000.0	5401 (1.27 %)	3	123	79	226	4
1907 Evergreen Ave	San Leandro	CA	94577	07/22/2016	2158.0	Single Family Residence	2.0	1.0	1017.0	6148.0	1946		475000.0	1102244186	Alameda County, CA	077 058300400	142000.0	333000.0	475000.0	6346 (1.33 %)	3	123	79	226	4
37659 Niles Blvd	Fremont	CA	94536	04/01/1982		Store, Retail Outlet	2.0	2.5	3453.0	5825.0	1928		N/A	1102249686	Alameda County, CA	507 030000400	36962.0	167324.0	204286.0	5776 (2.82 %)	3	59	40	103	4
Thorn Ct	Oakland	CA	94603	08/22/2000	182.0	Residential - Vacant Land				12562.0			40000.0	1102241613	Alameda County, CA	048F737809900	25965.0	0.0	25965.0	1213 (4.67 %)	0	308	307	310	1
4614 Stevenson Blvd	Fremont	CA	94538	11/04/2019	3543.0	Single Family Residence	3.0	2.0	1148.0	6118.0	1959		780000.0	1102262378	Alameda County, CA	525 096706400	18022.0	57563.0	75585.0	1391 (1.84 %)	3	59	40	103	4
46995 Ocotillo Ct	Fremont	CA	94539	06/24/1985	1728.0	Single Family Residence	7.0	3.5	5258.0	3.34	1979		380500.0	1102250843	Alameda County, CA	519 166200302	133016.0	680990.0	814006.0	10081 (1.23 %)	0	59	40	103	0
3001 Benvenue Ave	Berkeley	CA	94705	11/04/2019	8403.0	Single Family Residence	4.0	2.5	2382.0	3200.0	1908		1850000.0	1102252017	Alameda County, CA	052 156200100	63588.0	27463.0	91051.0	4145 (4.55 %)	3	125	94	197	4
645 Creston Rd	Berkeley	CA	94708	11/04/2019	5791.0	Single Family Residence	3.0	2.0	1923.0	5073.0	1940		1275000.0	1102243032	Alameda County, CA	063 311011500	54346.0	47824.0	102170.0	4657 (4.55 %)	3	125	94	197	4
2141 Hampton Rd	Livermore	CA	94550	11/04/2019	4633.0	Single Family Residence	4.0	2.5	2291.0	10230.0	1970		1020000.0	1102251538	Alameda County, CA	099 045203500	210018.0	490043.0	700061.0	8966 (1.28 %)	3	51	33	92	4
877 Sueirro St	Hayward	CA	94541	11/04/2019	2839.0	Single Family Residence			1040.0	2400.0	1950		625000.0	1102242571	Alameda County, CA	432 002818400	72000.0	12000.0	84000.0	1240 (1.47 %)	3	123	84	213	4
1624 136th Ave	San Leandro	CA	94578	11/04/2019	3339.0	Single Family Residence	3.0	1.0	1506.0	5015.0	1947		735000.0	1102248189	Alameda County, CA	077E153601400	152225.0	355193.0	507418.0	6610 (1.30 %)	3	123	79	226	4
37663 Niles Blvd	Fremont	CA	94536	11/02/2000		Store, Retail Outlet	2.0	3.5	5860.0	9176.0	1900		N/A	1102250756	Alameda County, CA	507 030000500	58450.0	132379.0	190829.0	3227 (1.69 %)	3	59	40	103	4
Dublin Blvd	Dublin	CA	94568	11/04/2019	3906.0	Residential - Vacant Land							860000.0	1102248963	Alameda County, CA	985 012808000					0	33	18	70	1
877 Sueirro St	Hayward	CA	94541	11/04/2019	2839.0	Single Family Residence			1040.0	2600.0	1950		625000.0	1102242822	Alameda County, CA	432 002818500	108000.0	218000.0	326000.0	4191 (1.28 %)	3	123	84	213	4
909 Emerald Ave	San Leandro	CA	94577	11/14/1975	4329.0	Single Family Residence	4.0	2.5	3200.0	13312.0	1948	953000.0		1102244525	Alameda County, CA	077 050803202	74722.0	97666.0	172388.0	2644 (1.53 %)	3	123	79	226	4
68 Avis Rd	Berkeley	CA	94707	11/04/2019	5451.0	Single Family Residence	3.0	2.0	1584.0	5050.0	1924		1200000.0	1102243846	Alameda County, CA	062 291602400	178115.0	415438.0	593553.0	9558 (1.61 %)	3	125	94	197	4
1920 105th Ave	Oakland	CA	94603	11/04/2019	2725.0	Single Family Residence	2.0	2.0	1439.0	3627.0	1938		600000.0	1102309441	Alameda County, CA	047 554402600	18071.0	29238.0	47309.0	1668 (3.52 %)	3	308	307	310	4
546 Sybil Ave	San Leandro	CA	94577	12/06/1993	933.0	Triplex (3 units, any combination)	2.0	3.0	1892.0	13046.0	1917		205500.0	1102242805	Alameda County, CA	077 053000600	90357.0	210589.0	300946.0	4863 (1.61 %)	3	123	79	226	4
1420 Allman St	Oakland	CA	94602	11/04/2019	5905.0	Single Family Residence	4.0	2.5	1650.0	2870.0	1930		1300000.0	1102247829	Alameda County, CA	023 048502800	302898.0	706762.0	1009660.0	14646 (1.45 %)	3	308	307	310	4
1516 Greenwood Rd	Pleasanton	CA	94566	11/04/2019	4633.0	Single Family Residence	4.0	2.0	1716.0	6500.0	1964		1020000.0	1102248444	Alameda County, CA	946 337802800	15419.0	59421.0	74840.0	871 (1.16 %)	0	33	19	65	0
100 Hill Rd	Berkeley	CA	94708	11/04/2019	7095.0	Single Family Residence	3.0	2.0	2359.0	7272.0	1961		1562000.0	1102242280	Alameda County, CA	060 249400200	280509.0	654522.0	935031.0	15379 (1.64 %)	3	125	94	197	4
240 Sybil Ave	San Leandro	CA	94577	12/22/1987	727.0	Duplex (2 units, any combination)	4.0	2.5	2716.0	8850.0	1925		160000.0	1102242982	Alameda County, CA	077 053001900	115445.0	148429.0	263874.0	4320 (1.63 %)	3	123	79	226	4
5995 Mowry Ave	Newark	CA	94560	03/31/2000	7268.0	Restaurant			10695.0	0.99	1986		1600000.0	1102242771	Alameda County, CA	092A254906700	1059424.0	1059424.0	2118848.0	33153 (1.56 %)	3	86	56	155	4
3420 Finnian Way Unit 317	Dublin	CA	94568	11/04/2019	2571.0	Condominium	2.0	2.0	1066.0		2007		566000.0	1102288823	Alameda County, CA	985 006507300	133265.0	310987.0	444252.0	6070 (1.36 %)	3	33	18	70	4
956 Roxanne St	Livermore	CA	94550	11/04/2019	3634.0	Single Family Residence	3.0	2.0	1628.0	7725.0	1966		800000.0	1102251051	Alameda County, CA	099A143711200	138464.0	323083.0	461547.0	6177 (1.33 %)	0	51	33	92	0
3132 Paolo Ter	Dublin	CA	94568	11/04/2019	5110.0	Single Family Residence	4.0	3.0	2601.0	4080.0	2012		1125000.0	1102247318	Alameda County, CA	985 008706300	217341.0	507129.0	724470.0	9937 (1.37 %)	3	33	18	70	4
37617 Inlet Rd	Newark	CA	94560	11/04/2019	5473.0	Residential - Vacant Land				3200.0			1205000.0	1102300170	Alameda County, CA	092 025917400	215938.0	0.0	215938.0	2574 (1.19 %)	0	86	56	155	0
3552 Peralta Blvd	Fremont	CA	94536	11/04/2019	4545.0	Residential - Vacant Land							1000500.0	1102302358	Alameda County, CA	501 183703100					0	59	40	103	0
37465 Rockwood Dr	Fremont	CA	94536	11/04/2019	4701.0	Single Family Residence	3.0	2.0	1673.0	5400.0	1955		1035000.0	1102296002	Alameda County, CA	501 055605800	59916.0	62063.0	121979.0	1931 (1.58 %)	3	59	40	103	4
2521 Maxwell Ave	Oakland	CA	94601	10/02/1970	3452.0	Single Family Residence	3.0	1.0	1493.0	4040.0	1924	760000.0		1102241750	Alameda County, CA	036 247300600	28443.0	26504.0	54947.0	1756 (3.19 %)	3	308	307	310	4
1435 Prescott St	Oakland	CA	94607	11/04/2019	3311.0	Condominium	2.0	2.5	1459.0		2017		729000.0	1102243652	Alameda County, CA	018 051103100	48446.0	0.0	48446.0	1599 (3.30 %)	3	308	307	310	4
32823 Alvarado Blvd	Fremont	CA	94555	02/01/1985		Public School (administration, campus, dorms, instruction)			8134.0	1.03	2001		N/A	1102264935	Alameda County, CA	543 040611900	187479.0	2074728.0	2262207.0	28657 (1.26 %)	3	59	40	103	4
25026 Willimet Way	Hayward	CA	94544	11/04/2019	2203.0	Single Family Residence	3.0	2.0	1581.0	5928.0	1958		485000.0	1102261807	Alameda County, CA	443 005506900	42674.0	45631.0	88305.0	1233 (1.39 %)	3	123	84	213	4
250 J St	Fremont	CA	94536	06/12/1979	23.0	Residential - Vacant Land				2488.0			5000.0	1102261607	Alameda County, CA	507 030503000	9567.0	0.0	9567.0	226 (2.36 %)	3	59	40	103	4
2421 5th St	Berkeley	CA	94710	11/04/2019	2385.0	Single Family Residence	2.0	1.0	1383.0	5100.0	1910		525000.0	1102256630	Alameda County, CA	056 194302000	35703.0	22698.0	58401.0	3500 (5.99 %)	3	125	94	197	4
492 Staten Ave Apt 301	Oakland	CA	94610	11/04/2019	8712.0	Condominium	2.0	2.0	1700.0		1929		1918000.0	1102262493	Alameda County, CA	010 076501100	451350.0	1053150.0	1504500.0	18901 (1.25 %)	3	308	307	310	4
4765 Calaveras Ave	Fremont	CA	94538	06/08/2004	4356.0	Single Family Residence	4.0	2.0	1646.0	5995.0	1959	959000.0		1102258433	Alameda County, CA	531 001115500	196581.0	465732.0	662313.0	8221 (1.24 %)	3	59	40	103	4
4056 Decoto Rd	Fremont	CA	94555	01/14/2004		Office Building	3.0	4.0	5981.0	19245.0	1999		N/A	1102255834	Alameda County, CA	543 025600303	425063.0	1304415.0	1729478.0	20929 (1.21 %)	0	59	40	103	0
Warm Springs Blvd	Fremont	CA	94538	11/04/2019	3884.0	Residential - Vacant Land							855000.0	1102263961	Alameda County, CA	519 175701000					0	59	40	103	4
7631 Sunwood Dr	Dublin	CA	94568	11/04/2019	3407.0	Single Family Residence	3.0	2.0	1524.0	7473.0	1960		750000.0	1102260545	Alameda County, CA	941 017002700	212058.0	494802.0	706860.0	9693 (1.37 %)	3	33	18	70	4
37167 Mission Blvd	Fremont	CA	94536	05/01/1970	4647.0	Triplex (3 units, any combination)	2.0	1.0	1662.0	3348.0	1928	1023000.0		1102263927	Alameda County, CA	507 017700900	20280.0	19646.0	39926.0	1859 (4.65 %)	3	59	40	103	4
1076 100th Ave	Oakland	CA	94603	11/04/2019	2339.0	Duplex (2 units, any combination)	4.0	2.0	1620.0	5600.0	1943		515000.0	1102254668	Alameda County, CA	045 518201900	45043.0	105101.0	150144.0	3410 (2.27 %)	3	308	307	310	4
1717 96th Ave	Oakland	CA	94603	11/04/2019	2816.0	Single Family Residence	3.0	1.0	1198.0	6600.0	1905		620000.0	1102253499	Alameda County, CA	046 544201900	24715.0	10562.0	35277.0	1655 (4.69 %)	3	308	307	310	4
515 Valle Vista Ave	Oakland	CA	94610	11/04/2019	6654.0	Triplex (3 units, any combination)	3.0	4.0	3105.0	6563.0	1916		1465000.0	1102255455	Alameda County, CA	010 082703700	356697.0	832293.0	1188990.0	17588 (1.47 %)	3	308	307	310	4
45577 Bridgeport Dr	Fremont	CA	94539	11/04/2019	8040.0	Single Family Residence	4.0	3.0	2500.0	11180.0	1984		1770000.0	1102253240	Alameda County, CA	519 168306000	400843.0	935300.0	1336143.0	16071 (1.20 %)	3	59	40	103	4
1333 Bay St	Alameda	CA	94501	11/04/2019	6155.0	Single Family Residence	3.0	1.5	2026.0	7500.0	1910		1355000.0	1102251852	Alameda County, CA	072 037301100	327080.0	763187.0	1090267.0	14023 (1.28 %)	3	66	37	135	4
4834 Kathryn Ct	Fremont	CA	94536	11/04/2019	4715.0	Single Family Residence	3.0	2.0	2092.0	9147.0	1960		1038000.0	1102252401	Alameda County, CA	501 064103300	20701.0	98450.0	119151.0	1898 (1.59 %)	3	59	40	103	4
2885 Birdsall Ave	Oakland	CA	94619	02/21/1973	118.0	Single Family Residence	3.0	1.0	1330.0	4636.0	1952		26000.0	1102257842	Alameda County, CA	036 248800702	22393.0	35068.0	57461.0	1804 (3.14 %)	3	308	307	310	4
570 Sybil Ave	San Leandro	CA	94577	12/30/1982	363.0	Single Family Residence	2.0	1.0	1008.0	12080.0	1946		80000.0	1102259959	Alameda County, CA	077 053000500	93958.0	65195.0	159153.0	2569 (1.61 %)	0	123	79	226	0
