address_street	address_locality	address_region	address_code	date_sold	mortgage	info_type	info_bedrooms	info_bathrooms	info_size	info_lot_size	info_year_built	info_sold_price	info_property_id	info_county	info_parcel_number	taxes_land	taxes_improvements	taxes_total	taxes_taxes	school	total_crime	violent_crime	property_crime	foreclosures	year_sold
2249 N Lyon St	Santa Ana	CA	92705	11/21/2019	4136.0	Single Family Residence						910500.0	1102336711	Orange County, CA	39605610					0	128.0	128.0	128.0	0	2019
32972 Danapine	Dana Point	CA	92629	11/21/2019	4679.0	Single Family Residence	3.0	3.0	1913.0	5115.0	1985.0	1030000.0	1102309828	Orange County, CA	67335111	823012.0	158228.0	981240.0	10490 (1.06 %)	3	33.0	23.0	55.0	4	2019
11 Flores # 27	Irvine	CA	92612	11/21/2019	2821.0	Condominium	2.0	2.0	1441.0		1975.0	621000.0	1102335470	Orange County, CA	93430068	179029.0	156070.0	335099.0	3485 (1.04 %)	3	30.0	22.0	48.0	4	2019
69 Avignon Ave	Foothill Ranch	CA	92610	11/21/2019	3348.0	Single Family Residence	4.0	3.0	1662.0	5000.0	1992.0	737000.0	1102337283	Orange County, CA	60120175	398861.0	212971.0	611832.0	6345 (1.03 %)	3				4	2019
1330 E 4th St # A	Santa Ana	CA	92701	11/21/2019	7177.0	Multi-Family Dwellings			1631.0		1952.0	1580000.0	1102299378	Orange County, CA	39838406	21491.0	29193.0	50684.0	1051 (2.07 %)	3	128.0	128.0	128.0	4	2019
1119 S Pine Dr	Fullerton	CA	92833	11/21/2019	2680.0	Single Family Residence	3.0	2.0	1583.0	6000.0	1956.0	590000.0	1102301409	Orange County, CA	7122107	484581.0	57467.0	542048.0	6220 (1.14 %)	3	65.0	49.0	100.0	4	2019
168 Cherrybrook Ln	Irvine	CA	92618	11/21/2019	3770.0	Condominium	3.0	3.0	1473.0		1998.0	830000.0	1102301187	Orange County, CA	93535146	456156.0	193199.0	649355.0	8138 (1.25 %)	3	30.0	22.0	48.0	4	2019
8342 Lambert Dr	Huntington Beach	CA	92647	11/21/2019	3847.0	Single Family Residence	3.0	2.0	2161.0	6000.0	1963.0	847000.0	1102338669	Orange County, CA	10761312	657044.0	120816.0	777860.0	8810 (1.13 %)	3	57.0	47.0	82.0	4	2019
117 Yuba	Irvine	CA	92620	11/21/2019	6246.0	Single Family Residence	4.0	4.0	2511.0	3864.0		1375000.0	1102337814	Orange County, CA	55174208	761993.0	451212.0	1213205.0	15757 (1.29 %)	0	30.0	22.0	48.0	0	2019
1619 W Robin Rd	Orange	CA	92868	11/21/2019	2716.0	Single Family Residence	3.0	2.0	1096.0	6200.0	1955.0	598000.0	1102303835	Orange County, CA	39025138	48787.0	58919.0	107706.0	1495 (1.38 %)	3	55.0	41.0	85.0	4	2019
14 French Ct	Westminster	CA	92683	11/21/2019	3270.0	Single Family Residence	4.0	3.0	1891.0	3258.0	2002.0	720000.0	1102337787	Orange County, CA	19547139	215971.0	215532.0	431503.0	5396 (1.25 %)	3	97.0	79.0	140.0	4	2019
19562 Pompano Ln Unit 105	Huntington Beach	CA	92648	11/21/2019	3066.0	Condominium	2.0	3.0	2009.0		1987.0	675000.0	1102307750	Orange County, CA	93716352	277873.0	215494.0	493367.0	5753 (1.16 %)	3	57.0	47.0	82.0	4	2019
6131 E Calle Pantano	Anaheim	CA	92807	11/21/2019	2362.0	Single Family Residence	3.0	3.0	1859.0	5000.0	1975.0	520000.0	1102337658	Orange County, CA	35809501	396553.0	126707.0	523260.0	5894 (1.12 %)	3	88.0	71.0	127.0	4	2019
50 Scented Violet	Irvine	CA	92620	11/21/2019	4247.0	Condominium	3.0	3.0	1948.0		2014.0	935000.0	1102335782	Orange County, CA	93132510	528963.0	315312.0	844275.0	11662 (1.38 %)	3	30.0	22.0	48.0	4	2019
1619 Haven Ln	Santa Ana	CA	92703	11/21/2019	1940.0	Single Family Residence	2.0	3.0	1054.0	1512.0	1986.0	427000.0	1102337276	Orange County, CA	10055207	96941.0	114412.0	211353.0	2635 (1.24 %)	3	128.0	128.0	128.0	4	2019
1261 Lucinda Way	Tustin	CA	92780	11/21/2019	5451.0	Single Family Residence	4.0	2.0	1882.0	12700.0	1958.0	1200000.0	1102346804	Orange County, CA	10315419	800697.0	112203.0	912900.0	10233 (1.12 %)	3	66.0	54.0	94.0	4	2019
3332 E Romelle Ave	Orange	CA	92869	11/21/2019	4361.0	Single Family Residence	5.0	4.0	2949.0	12700.0	1960.0	960000.0	1102339192	Orange County, CA	9435416	30967.0	83897.0	114864.0	1496 (1.30 %)	3	55.0	41.0	85.0	4	2019
1150 W Santa Clara Ave	Santa Ana	CA	92706	11/21/2019	4506.0	Single Family Residence	5.0	6.0	3563.0	8060.0	1955.0	992000.0	1102339744	Orange County, CA	117504	156128.0	246274.0	402402.0	4719 (1.17 %)	3	128.0	128.0	128.0	4	2019
13182 Cedar St	Westminster	CA	92683	11/21/2019	3180.0	Single Family Residence	3.0	2.0	1545.0	7215.0	1956.0	700000.0	1102348887	Orange County, CA	9641302	415015.0	74985.0	490000.0	6145 (1.25 %)	3	97.0	79.0	140.0	4	2019
56 Via Pamplona	Rancho Santa Margarita	CA	92688	11/21/2019	1840.0	Condominium	1.0	1.0	930.0		1995.0	405000.0	1102350669	Orange County, CA	93543697	4896.0	133654.0	138550.0	1450 (1.04 %)	3	13.0	9.0	23.0	4	2019
88 Swift	Irvine	CA	92618	11/21/2019	7690.0	Single Family Residence						1693000.0	1102339765	Orange County, CA	59141121	255176.0	0.0	255176.0	2766 (1.08 %)	0	30.0	22.0	48.0	0	2019
1965 Balearic Dr	Costa Mesa	CA	92626	11/21/2019	6155.0	Single Family Residence	4.0	3.0	2187.0	10272.0	1964.0	1355000.0	1102339689	Orange County, CA	13943143	42267.0	77931.0	120198.0	1852 (1.54 %)	3	94.0	65.0	162.0	4	2019
24985 Danafir	Dana Point	CA	92629	11/21/2019	5305.0	Single Family Residence	4.0	3.0	2376.0	5250.0	1985.0	1168000.0	1102346550	Orange County, CA	67336163	705970.0	209811.0	915781.0	9750 (1.06 %)	3	33.0	23.0	55.0	4	2019
25181 Northrup Dr	Laguna Hills	CA	92653	11/21/2019	3629.0	Single Family Residence	4.0	3.0	2007.0	9044.0	1967.0	799000.0	1102346771	Orange County, CA	62007121	44659.0	89243.0	133902.0	1323 (0.98 %)	3	55.0	49.0	69.0	4	2019
3501 Bahia Blanca W Unit 3D	Laguna Woods	CA	92637	11/21/2019	1056.0	Condominium	2.0	2.0	1189.0		1976.0	232500.0	1102349019	Orange County, CA	93450018	133905.0	135620.0	269525.0	2683 (0.99 %)	3	14.0	5.0	34.0	4	2019
2610 Gordon Ave	La Habra	CA	90631	11/21/2019	3391.0	Single Family Residence	3.0	2.0	1686.0	7820.0	1962.0	746500.0	1102347609	Orange County, CA	1702121	461161.0	110039.0	571200.0	6413 (1.12 %)	3	55.0	39.0	94.0	4	2019
21775 Herencia	Mission Viejo	CA	92692	11/21/2019	3884.0	Single Family Residence	4.0	3.0	3097.0	5150.0	1979.0	855000.0	1102339113	Orange County, CA	83609207	149613.0	244589.0	394202.0	3997 (1.01 %)	3	29.0	25.0	39.0	4	2019
28385 Borgona	Mission Viejo	CA	92692	11/21/2019	2680.0	Single Family Residence	2.0	3.0	1740.0	3478.0	1985.0	590000.0	1102345391	Orange County, CA	78619158	31919.0	113539.0	145458.0	1419 (0.97 %)	3	29.0	25.0	39.0	4	2019
8066 Catherine Ave # 8	Stanton	CA	90680	11/21/2019	2180.0	Condominium	3.0	3.0	1664.0		1980.0	480000.0	1102346715	Orange County, CA	93767008	95328.0	154135.0	249463.0	3115 (1.24 %)	3	81.0	75.0	94.0	4	2019
1230 E McFadden Ave	Santa Ana	CA	92705	11/21/2019	11469.0	MISCELLANEOUS			25603.0	2.47	1970.0	2525000.0	1102345326	Orange County, CA	1415106	2046573.0	528502.0	2947066.0	45572 (1.54 %)	3	128.0	128.0	128.0	4	2019
30 Platinum Cir	Mission Viejo	CA	92694	11/21/2019	1960.0	Condominium	2.0	3.0	1449.0		2004.0	431500.0	1102350438	Orange County, CA	93056552	237948.0	186015.0	423963.0	6881 (1.62 %)	3	29.0	25.0	39.0	4	2019
27171 Calle Caballero Apt A	San Juan Capistrano	CA	92675	11/21/2019	2771.0	Single Family Residence	2.0	3.0	1680.0	1722.0	1964.0	610000.0	1102344706	Orange County, CA	66603318	32330.0	55275.0	87605.0	853 (0.97 %)	3	39.0	34.0	51.0	4	2019
6 Gold Blf	Irvine	CA	92604	11/21/2019	3439.0	Single Family Residence	3.0	2.0	1719.0	4376.0	1975.0	757000.0	1102342063	Orange County, CA	45119103	219532.0	123570.0	343102.0	3684 (1.07 %)	3	30.0	22.0	48.0	4	2019
5240 Via Murcia	Yorba Linda	CA	92886	11/21/2019	4088.0	Single Family Residence	3.0	3.0	1866.0	2944.0	1984.0	900000.0	1102340443	Orange County, CA	34968731	184895.0	231466.0	416361.0	5605 (1.34 %)	3	22.0	12.0	44.0	4	2019
2227 Via Puerta # 17	Laguna Woods	CA	92637	11/21/2019	1099.0	Condominium	2.0	2.0	1009.0		1969.0	242000.0	1102361201	Orange County, CA	93147017	41466.0	81652.0	123118.0	1280 (1.03 %)	3	14.0	5.0	34.0	4	2019
28091 Gunnison Ct	Laguna Niguel	CA	92677	11/21/2019	2912.0	Single Family Residence	4.0	3.0	2104.0	3825.0	1977.0	641000.0	1102358385	Orange County, CA	65413109	94218.0	188074.0	282292.0	2803 (0.99 %)	3	29.0	26.0	35.0	4	2019
4276 Genoa Way	Yorba Linda	CA	92886	11/21/2019	4860.0	Single Family Residence	3.0	4.0	2131.0	15907.0		1070000.0	1102358919	Orange County, CA	35046119	577725.0	462579.0	1040304.0	11902 (1.14 %)	3	22.0	12.0	44.0	4	2019
1662 Foothill Blvd	Santa Ana	CA	92705	11/21/2019	5519.0	Single Family Residence	4.0	4.0	3955.0	0.92	1952.0	1215000.0	1102360537	Orange County, CA	50209123	613226.0	312071.0	925297.0	10366 (1.12 %)	3	128.0	128.0	128.0	4	2019
7174 E Columbus Dr	Anaheim	CA	92807	11/21/2019	3952.0	Single Family Residence	4.0	3.0	2583.0	10065.0	1977.0	870000.0	1102357464	Orange County, CA	36515505	656476.0	203384.0	859860.0	9385 (1.09 %)	3	88.0	71.0	127.0	4	2019
2315 Port Carlisle Pl	Newport Beach	CA	92660	11/21/2019	8108.0	Single Family Residence	4.0	4.0	3090.0	9076.0	1973.0	1785000.0	1102356366	Orange County, CA	45852216	1729127.0	183373.0	1912500.0	19869 (1.03 %)	3	49.0	31.0	90.0	4	2019
696 S Lassen Ct	Anaheim	CA	92804	11/21/2019	3566.0	Single Family Residence	5.0	3.0	2600.0	4349.0	2000.0	785000.0	1102358812	Orange County, CA	7996113	395298.0	302783.0	698081.0	8197 (1.17 %)	3	88.0	71.0	127.0	4	2019
3110 W Paso Robles Dr	Anaheim	CA	92804	11/21/2019	2812.0	Single Family Residence	3.0	2.0	1180.0	7245.0	1956.0	619000.0	1102355510	Orange County, CA	13538311	509516.0	70484.0	580000.0	6749 (1.16 %)	3	88.0	71.0	127.0	4	2019
34026 Selva Rd Unit 72	Dana Point	CA	92629	11/21/2019	2498.0	Condominium	2.0	2.0	873.0		1983.0	550000.0	1102355204	Orange County, CA	93941097	473540.0	82460.0	556000.0	6055 (1.08 %)	3	33.0	23.0	55.0	4	2019
3914 Canyon Terrace Dr	Yorba Linda	CA	92886	11/21/2019	2916.0	Single Family Residence	2.0	3.0	1664.0	9360.0	1983.0	642000.0	1102359386	Orange County, CA	35029150	85231.0	181846.0	267077.0	4122 (1.54 %)	3	22.0	12.0	44.0	4	2019
23 Rue Monet	Foothill Ranch	CA	92610	11/21/2019	2794.0	Condominium	3.0	3.0	1232.0		1996.0	615000.0	1102356563	Orange County, CA	93056421	68022.0	166579.0	234601.0	2444 (1.04 %)	3				4	2019
107 Neptune	Irvine	CA	92618	11/21/2019	2612.0	Condominium	2.0	3.0	1354.0			575000.0	1102352657	Orange County, CA	93060109	333333.0	205584.0	538917.0	8622 (1.60 %)	0	30.0	22.0	48.0	0	2019
36 Radiance Ln	Rancho Santa Margarita	CA	92688	11/21/2019	3520.0	Single Family Residence	4.0	3.0	2227.0	3856.0	1998.0	775000.0	1102359781	Orange County, CA	78020211	113003.0	299466.0	412469.0	5572 (1.35 %)	3	13.0	9.0	23.0	4	2019
27101 Pinario	Mission Viejo	CA	92692	11/21/2019	3770.0	Single Family Residence	4.0	3.0	3097.0	5000.0	1980.0	830000.0	1102357984	Orange County, CA	78203107	139063.0	256787.0	395850.0	4022 (1.01 %)	3	29.0	25.0	39.0	4	2019
3335 Punta Alta Unit 3D	Laguna Woods	CA	92637	11/21/2019	1204.0	Condominium	2.0	2.0	1162.0		1973.0	265000.0	1102358736	Orange County, CA	93303057	95992.0	87990.0	183982.0	1905 (1.03 %)	3	14.0	5.0	34.0	4	2019
1943 Aliso Canyon Dr	Lake Forest	CA	92610	11/21/2019	4824.0	Single Family Residence						1062000.0	1102379016	Orange County, CA	60650218	427005.0	0.0	427005.0	4986 (1.16 %)	0	29.0	23.0	42.0	0	2019
400 N Acacia Ave Unit B10	Fullerton	CA	92831	11/21/2019	1204.0	Condominium	1.0	1.0	677.0		1965.0	265000.0	1102377218	Orange County, CA	93099139	43051.0	50778.0	93829.0	1366 (1.45 %)	3	65.0	49.0	100.0	4	2019
15512 Williams St # A98	Tustin	CA	92780	11/21/2019	1930.0	Condominium	3.0	2.0	1620.0		1967.0	425000.0	1102358367	Orange County, CA	93371098	242716.0	95309.0	338025.0	4001 (1.18 %)	3	66.0	54.0	94.0	4	2019
1312 N Aetna St	Anaheim	CA	92801	11/21/2019	2544.0	Single Family Residence	3.0	2.0	1345.0	6374.0	1955.0	560000.0	1102384488	Orange County, CA	7133203	419781.0	64005.0	483786.0	5794 (1.19 %)	3	88.0	71.0	127.0	4	2019
2450 Rue De Cannes	Costa Mesa	CA	92627	11/20/2019	3747.0	Single Family Residence	4.0	3.0	2009.0	1766.0	1964.0	825000.0	1102299211	Orange County, CA	43914209	609981.0	104019.0	714000.0	7949 (1.11 %)	3	94.0	65.0	162.0	4	2019
26 Pendant	Irvine	CA	92620	11/20/2019	4020.0	Condominium	3.0	3.0	1685.0		2012.0	885000.0	1102192674	Orange County, CA	93242605	399588.0	257880.0	657468.0	9116 (1.38 %)	3	30.0	22.0	48.0	4	2019
10347 Bunting Cir	Fountain Valley	CA	92708	11/20/2019	5673.0	Single Family Residence	4.0	3.0	2912.0	7700.0	1977.0	1249000.0	1102297319	Orange County, CA	15613308	702584.0	208137.0	910721.0	10150 (1.11 %)	3	41.0	11.0	110.0	4	2019
1208 Epic	Irvine	CA	92618	11/20/2019	2398.0	Single Family Residence						528000.0	1102289260	Orange County, CA	58086402					0	30.0	22.0	48.0	0	2019
2056 W Romneya Dr	Anaheim	CA	92801	11/20/2019	2748.0	Single Family Residence	3.0	2.0	1480.0	6000.0	1955.0	605000.0	1102293091	Orange County, CA	7240302	328185.0	184102.0	512287.0	6115 (1.19 %)	3	88.0	71.0	127.0	4	2019
14 Allege Ct	Foothill Ranch	CA	92610	11/20/2019	3180.0	Single Family Residence	3.0	3.0	1300.0	4200.0	1992.0	700000.0	1102294962	Orange County, CA	60132305	78032.0	160863.0	238895.0	2423 (1.01 %)	3				4	2019
29282 Silverado Canyon Rd	Silverado	CA	92676	11/20/2019	3861.0	Single Family Residence	3.0	3.0	1985.0	9806.0	1976.0	850000.0	1102284196	Orange County, CA	10514138	491595.0	151211.0	642806.0	6827 (1.06 %)	3	29.0	23.0	42.0	4	2019
146 Yorktown Ln	Costa Mesa	CA	92626	11/20/2019	2248.0	Single Family Residence	1.0	2.0	1244.0	1400.0	1967.0	495000.0	1102283681	Orange County, CA	41916260	449022.0	55878.0	504900.0	5968 (1.18 %)	3	94.0	65.0	162.0	4	2019
18 Garrison Loop # 84	Ladera Ranch	CA	92694	11/20/2019	2566.0	Condominium	3.0	3.0	1448.0		2001.0	565000.0	1102291600	Orange County, CA	93685288	306408.0	171135.0	477543.0	6503 (1.36 %)	3	39.0	34.0	51.0	4	2019
8812 Anchorage Dr	Huntington Beach	CA	92646	11/20/2019	3457.0	Single Family Residence	3.0	2.0	1129.0	6270.0	1963.0	761000.0	1102289884	Orange County, CA	15321407	320404.0	63148.0	383552.0	4569 (1.19 %)	3	57.0	47.0	82.0	4	2019
1261 Cabrillo Park Dr	Santa Ana	CA	92701	11/20/2019	2521.0	Single Family Residence	2.0	2.0	1476.0	4275.0	1976.0	555000.0	1102180975	Orange County, CA	40017213	341409.0	115927.0	457336.0	5172 (1.13 %)	3	128.0	128.0	128.0	4	2019
18 Prestwick Ct	Coto De Caza	CA	92679	11/20/2019	5133.0	Single Family Residence	4.0	4.0	3207.0	9350.0	1996.0	1130000.0	1102302031	Orange County, CA	77811129	320113.0	459452.0	779565.0	7807 (1.00 %)	3	13.0	9.0	23.0	4	2019
12630 Westminster Ave # 4C	Garden Grove	CA	92843	11/21/2019	3186.0	MISCELLANEOUS						701500.0	1102383235	Orange County, CA	93869121	124414.0	59037.0	183451.0	2615 (1.42 %)	3	76.0	57.0	122.0	4	2019
32 Jarano St	Rancho Mission Viejo	CA	92694	11/20/2019	3809.0	Single Family Residence						838500.0	1102185241	Orange County, CA	12528115	136472.0	0.0	136472.0	7598 (5.56 %)	0				0	2019
3105 W Orange Ave	Anaheim	CA	92804	11/20/2019	14653.0	Single Family Residence			1903.0	17281.0	1956.0	3226000.0	1102298299	Orange County, CA	13537403	1087613.0	404515.0	1492128.0	17143 (1.14 %)	3	88.0	71.0	127.0	4	2019
2622 Ramona Dr	Santa Ana	CA	92707	11/20/2019	1930.0	Single Family Residence	3.0	2.0	1111.0	6000.0	1958.0	425000.0	1102264950	Orange County, CA	14016314	23322.0	29913.0	53235.0	862 (1.62 %)	3	128.0	128.0	128.0	4	2019
4244 Genoa Way	Yorba Linda	CA	92886	11/20/2019	5360.0	Single Family Residence	3.0	3.0	2558.0	9890.0	2012.0	1180000.0	1102289323	Orange County, CA	35046114	395102.0	485457.0	880559.0	10170 (1.15 %)	3	22.0	12.0	44.0	4	2019
218 Coral Ave	Newport Beach	CA	92662	11/20/2019	16352.0	Single Family Residence	2.0	1.0	861.0	2550.0	1958.0	3600000.0	1102284244	Orange County, CA	5012227	1895547.0	0.0	1895547.0	20275 (1.06 %)	3	49.0	31.0	90.0	4	2019
1337 E La Palma Ave	Anaheim	CA	92805	11/20/2019	2348.0	Single Family Residence	2.0	1.0	891.0	8400.0	1940.0	517000.0	1102295825	Orange County, CA	7340130	309751.0	41762.0	351513.0	4306 (1.22 %)	3	88.0	71.0	127.0	4	2019
2553 W Glencrest Ave	Anaheim	CA	92801	11/20/2019	2680.0	Single Family Residence	3.0	2.0	1284.0	6004.0	1954.0	590000.0	1102375913	Orange County, CA	7129321	102447.0	70520.0	172967.0	2183 (1.26 %)	3	88.0	71.0	127.0	4	2019
11431 Stanford Ave	Garden Grove	CA	92840	11/20/2019	3747.0	Single Family Residence	3.0	1.0	1212.0	12071.0	1914.0	825000.0	1102351097	Orange County, CA	9013224	116537.0	43162.0	159699.0	2309 (1.44 %)	3	76.0	57.0	122.0	4	2019
16627 Montego Way	Tustin	CA	92780	11/20/2019	1692.0	Single Family Residence	3.0	2.0	1188.0	594.0	1964.0	372500.0	1102306290	Orange County, CA	40228261	261810.0	55410.0	317220.0	3857 (1.21 %)	3	66.0	54.0	94.0	4	2019
5314 Lakeview Ave	Yorba Linda	CA	92886	11/20/2019	3134.0	Single Family Residence	3.0	2.0	1568.0	9850.0	1976.0	690000.0	1102303915	Orange County, CA	34363109	112254.0	126879.0	239133.0	2618 (1.09 %)	3	22.0	12.0	44.0	4	2019
16447 Watershed Dr	Fountain Valley	CA	92708	11/20/2019	2494.0	Condominium	3.0	3.0	1386.0		2009.0	549000.0	1102309958	Orange County, CA	93859303	330407.0	189793.0	520200.0	6008 (1.15 %)	3	41.0	11.0	110.0	4	2019
4755 Stirlingbridge Cir	Yorba Linda	CA	92887	11/20/2019	5360.0	Single Family Residence	3.0	3.0	3145.0	10800.0	1989.0	1180000.0	1102358449	Orange County, CA	35177102	698725.0	41685.0	740410.0	8654 (1.16 %)	3	22.0	12.0	44.0	4	2019
1272 E La Palma Ave	Anaheim	CA	92805	11/20/2019	3809.0	Single Family Residence	5.0	3.0	2814.0	13291.0	1946.0	838500.0	1102309057	Orange County, CA	3524121	39664.0	68436.0	108100.0	1490 (1.37 %)	3	88.0	71.0	127.0	4	2019
205 N Pine St	Orange	CA	92866	11/20/2019	7608.0	Single Family Residence	3.0	3.0	3148.0	7420.0	1923.0	1675000.0	1102180648	Orange County, CA	38608411	247542.0	106089.0	353631.0	4025 (1.13 %)	3	55.0	41.0	85.0	4	2019
24751 Belgreen Pl	Lake Forest	CA	92630	11/20/2019	2953.0	Single Family Residence	2.0	2.0	1291.0	7717.0	1964.0	650000.0	1102309571	Orange County, CA	61702103	405943.0	81073.0	487016.0	8182 (1.68 %)	3	29.0	23.0	42.0	4	2019
2005 W Culver Ave Apt 14	Orange	CA	92868	11/20/2019	1812.0	Single Family Residence	2.0	2.0	1167.0	932.0	1977.0	399000.0	1102309601	Orange County, CA	39012154	327428.0	82572.0	410000.0	4622 (1.12 %)	3	55.0	41.0	85.0	4	2019
34651 Calle Rosita	Dana Point	CA	92624	11/20/2019	5701.0	Single Family Residence	3.0	3.0	2574.0	5460.0	1965.0	1255000.0	1102303886	Orange County, CA	12326211	347871.0	160796.0	508667.0	6298 (1.23 %)	3	33.0	23.0	55.0	4	2019
1147 Picaacho Dr	La Habra Heights	CA	90631	11/20/2019	2953.0	Single Family Residence	1.0	2.0	1650.0	18505.0	1948.0	650000.0	1102107483	Los Angeles County, CA	8236006012	37573.0	74333.0	111906.0	2144 (1.91 %)	3	35.0	17.0	79.0	4	2019
27789 Espinoza	Mission Viejo	CA	92692	11/20/2019	3234.0	Single Family Residence	2.0	2.0	1472.0	3774.0	1977.0	712000.0	1102365629	Orange County, CA	80846205	495316.0	129684.0	625000.0	6340 (1.01 %)	3	29.0	25.0	39.0	4	2019
15 Sky Ranch Rd	Mission Viejo	CA	92694	11/20/2019	10338.0	Single Family Residence						2276000.0	1102337936	Orange County, CA	74143316	182307.0	0.0	182307.0	2012 (1.10 %)	3	29.0	25.0	39.0	4	2019
19691 Constellation Ln	Huntington Beach	CA	92646	11/20/2019	3702.0	Single Family Residence	3.0	2.0	1302.0	6000.0	1965.0	815000.0	1102180732	Orange County, CA	15504109	669095.0	82135.0	751230.0	8610 (1.14 %)	3	57.0	47.0	82.0	4	2019
21 Reston Way	Ladera Ranch	CA	92694	11/20/2019	3741.0	Single Family Residence	3.0	3.0	2043.0	3484.0	2001.0	823500.0	1102304791	Orange County, CA	75942123	626455.0	197705.0	824160.0	11168 (1.35 %)	3	39.0	34.0	51.0	4	2019
800 Hampshire Ln	La Habra	CA	90631	11/20/2019	2362.0	Single Family Residence	3.0	3.0	1520.0	2000.0	1975.0	520000.0	1102186381	Orange County, CA	29251401	376365.0	91815.0	468180.0	5465 (1.16 %)	3	55.0	39.0	94.0	4	2019
2715 N Dell St	Orange	CA	92865	11/20/2019	4447.0	Multi-Family Dwellings			2924.0	7980.0	1966.0	979000.0	1102369410	Orange County, CA	37427312	780109.0	97091.0	877200.0	9784 (1.11 %)	3	55.0	41.0	85.0	4	2019
630 E Elizabeth Dr	Orange	CA	92867	11/20/2019	4997.0	Single Family Residence	3.0	4.0	2717.0	13000.0	1959.0	1100000.0	1102283336	Orange County, CA	37518115	29854.0	128474.0	158328.0	2031 (1.28 %)	3	55.0	41.0	85.0	4	2019
1955 W Greenleaf Ave Apt T	Anaheim	CA	92801	11/20/2019	1831.0	Condominium	4.0	3.0	1440.0		1964.0	403000.0	1102306710	Orange County, CA	93072071	137351.0	85483.0	222834.0	2776 (1.24 %)	3	88.0	71.0	127.0	4	2019
410 Vista Grande	Newport Beach	CA	92660	11/20/2019	6405.0	Single Family Residence	3.0	3.0	1737.0	1494.0	1968.0	1410000.0	1102380196	Orange County, CA	44016305	372722.0	145323.0	518045.0	5799 (1.11 %)	3	49.0	31.0	90.0	4	2019
4 Hillrose	Aliso Viejo	CA	92656	11/20/2019	1940.0	Condominium	2.0	1.0	934.0		1987.0	427000.0	1102310497	Orange County, CA	93920019	254993.0	101127.0	356120.0	3588 (1.00 %)	3	16.0	10.0	29.0	4	2019
1487 W Lambert Rd	La Habra	CA	90631	11/20/2019	1994.0	Single Family Residence	2.0	3.0	1530.0	1200.0	1980.0	439000.0	1102302991	Orange County, CA	1814607	183555.0	145075.0	328630.0	3941 (1.19 %)	3	55.0	39.0	94.0	4	2019
2321 Scholarship	Irvine	CA	92612	11/20/2019	2362.0	Condominium	2.0	2.0	1038.0		2005.0	520000.0	1102286167	Orange County, CA	93030497	253291.0	207240.0	460531.0	5146 (1.11 %)	3	30.0	22.0	48.0	4	2019
158 Via Galicia	San Clemente	CA	92672	11/20/2019	6132.0	Single Family Residence	3.0	4.0	2488.0	5442.0		1350000.0	1102303043	Orange County, CA	69142401	621317.0	508427.0	1129744.0	20251 (1.79 %)	3	28.0	18.0	52.0	4	2019
41 Blakemore Dr	Ladera Ranch	CA	92694	11/20/2019	4497.0	Single Family Residence	5.0	3.0	3227.0	6701.0	2000.0	990000.0	1102289624	Orange County, CA	75926231	192565.0	516800.0	709365.0	10364 (1.46 %)	3	39.0	34.0	51.0	4	2019
24651 Bunbury Dr	Lake Forest	CA	92630	11/20/2019	2635.0	Single Family Residence	4.0	2.0	1212.0	7215.0	1964.0	580000.0	1102296667	Orange County, CA	61707126	294289.0	76897.0	371186.0	14222 (3.83 %)	3	29.0	23.0	42.0	4	2019
1600 Picadilly Way	Fullerton	CA	92833	11/20/2019	4997.0	Multi-Family Dwellings			3746.0	7524.0	1964.0	1100000.0	1102289625	Orange County, CA	7135132	715008.0	100992.0	816000.0	9792 (1.20 %)	3	65.0	49.0	100.0	4	2019
22802 Buendia	Mission Viejo	CA	92691	11/20/2019	4406.0	Single Family Residence	4.0	3.0	2321.0	5640.0	1976.0	970000.0	1102301596	Orange County, CA	81127206	626811.0	158844.0	785655.0	7965 (1.01 %)	3	29.0	25.0	39.0	4	2019
8191 Sandcove Cir Unit 103	Huntington Beach	CA	92646	11/20/2019	2453.0	Condominium	2.0	2.0	1149.0		1983.0	540000.0	1102292342	Orange County, CA	93352192	406755.0	93045.0	499800.0	5902 (1.18 %)	3	57.0	47.0	82.0	4	2019
